DEW,SLP,TMP,VIS,WND_SPD,WEATHER_DELAY
-117,10214,-44,16093,46,1
-117,10214,-44,16000,46,1
-117,10214,-44,16093,46,1
-117,10214,-44,16093,46,1
-117,10214,-44,16093,46,0
-117,10214,-44,16093,46,1
-117,10214,-44,16093,46,0
-117,10214,-44,16093,46,1
-117,10214,-44,16093,46,1
-117,10214,-44,16093,46,0
-117,10214,-44,16093,46,1
-117,10214,-44,16000,46,0
-117,10214,-44,16093,46,0
-117,10214,-44,16000,46,1
-117,10214,-44,16000,46,0
-117,10212,-44,16093,41,0
-117,10212,-44,16093,41,1
-117,10212,-44,16093,41,1
-117,10212,-44,16093,41,1
-117,10212,-44,16093,41,1
-117,10212,-44,16093,41,1
-117,10212,-44,16093,41,1
-117,10212,-44,16093,41,1
-117,10212,-44,16093,41,1
-117,10212,-44,16093,41,0
-117,10210,-50,16093,41,1
-117,10210,-50,16093,41,1
-117,10210,-50,16093,41,1
-128,10206,-44,16093,51,1
-117,10210,-50,16093,41,1
-117,10210,-50,16093,41,1
-117,10210,-50,16093,41,1
-117,10210,-50,16093,41,1
-117,10210,-50,16093,41,0
-117,10210,-50,16093,41,1
-117,10210,-50,16093,41,0
-117,10210,-50,16093,41,0
-128,10206,-44,16093,51,0
-128,10206,-44,16093,51,1
-117,10210,-50,16093,41,0
-117,10210,-50,16093,41,0
-128,10206,-44,16093,51,1
-128,10206,-44,16093,51,0
-128,10206,-44,16093,51,1
-117,10210,-50,16093,41,1
-128,10206,-44,16093,51,0
-128,10206,-44,16093,51,1
-128,10206,-44,16093,51,1
-128,10206,-44,16093,51,0
-128,10206,-44,16093,51,0
-128,10206,-44,16093,51,0
-128,10206,-44,16093,51,0
-128,10206,-44,16093,51,0
-128,10206,-44,16093,51,0
-128,10206,-44,16093,51,0
-128,10206,-44,16093,51,1
-128,10206,-44,16093,51,0
-128,10206,-44,16093,51,0
-128,10206,-44,16093,51,0
-133,10209,-44,16093,0,0
-133,10209,-44,16093,0,0
-133,10209,-44,16093,0,0
-133,10209,-44,16093,0,0
-133,10209,-44,16093,0,0
-128,10215,-44,16093,26,0
-133,10209,-44,16093,0,0
-133,10209,-44,16093,0,0
-133,10209,-44,16093,0,0
-133,10209,-44,16093,0,0
-133,10209,-44,16093,0,1
-133,10209,-44,16093,0,0
-133,10209,-44,16093,0,0
-128,10215,-44,16093,26,0
-128,10216,-56,16000,26,0
-128,10216,-56,16000,26,0
-128,10215,-44,16093,26,0
-128,10215,-44,16093,26,1
-128,10216,-56,16000,26,0
-128,10216,-56,16000,26,0
-128,10216,-56,16000,26,0
-128,10216,-56,16000,26,0
-128,10216,-56,16000,26,0
-128,10215,-44,16093,26,0
-128,10216,-56,16000,26,0
-128,10216,-56,16000,26,0
-128,10216,-56,16000,26,0
-128,10216,-56,16000,26,0
-128,10216,-56,16000,26,0
-117,10219,-56,16093,26,1
-128,10216,-56,16000,26,0
-128,10216,-56,16000,26,0
-128,10216,-56,16000,26,0
-128,10216,-56,16000,26,0
-128,10216,-56,16000,26,0
-128,10216,-56,16000,26,0
-128,10216,-56,16000,26,0
-128,10216,-56,16000,26,0
-128,10216,-56,16000,26,1
-128,10216,-56,16000,26,0
-128,10216,-56,16000,26,0
-128,10216,-56,16000,26,1
-117,10219,-56,16093,26,0
-117,10219,-56,16093,26,0
-117,10219,-56,16093,26,0
-117,10219,-56,16093,26,0
-117,10219,-56,16093,26,0
-117,10219,-56,16093,26,0
-117,10219,-56,16093,26,0
-117,10219,-56,16093,26,0
-117,10219,-56,16093,26,0
-117,10219,-56,16093,26,0
-128,10220,-28,16093,41,0
-117,10219,-56,16093,26,0
-117,10219,-56,16093,26,1
-117,10219,-56,16093,26,0
-128,10220,-28,16093,41,0
-128,10220,-28,16093,41,0
-128,10220,-28,16093,41,1
-128,10220,-28,16093,41,1
-128,10220,-28,16093,41,1
-128,10220,-28,16093,41,0
-128,10225,-11,16093,46,0
-128,10225,-11,16093,46,1
-128,10225,-11,16093,46,0
-128,10220,-28,16093,41,1
-128,10220,-28,16093,41,0
-128,10220,-28,16093,41,0
-128,10225,-11,16093,46,0
-128,10225,-11,16093,46,0
-128,10220,-28,16093,41,0
-128,10220,-28,16093,41,0
-128,10225,-11,16093,46,0
-128,10225,-11,16093,46,0
-128,10225,-11,16093,46,0
-128,10225,-11,16093,46,1
-128,10225,-11,16093,46,0
-128,10225,-11,16093,46,0
-139,10213,6,16093,72,1
-128,10225,-11,16093,46,0
-139,10213,6,16093,72,0
-128,10225,-11,16093,46,1
-128,10225,-11,16093,46,0
-128,10225,-11,16093,46,0
-128,10225,-11,16093,46,0
-128,10225,-11,16093,46,0
-128,10225,-11,16093,46,1
-128,10225,-11,16093,46,0
-139,10213,6,16093,72,1
-128,10225,-11,16093,46,0
-128,10225,-11,16093,46,0
-139,10213,6,16093,72,0
-128,10225,-11,16093,46,0
-139,10213,6,16093,72,0
-133,10195,17,16093,88,0
-133,10195,17,16093,88,1
-139,10213,6,16093,72,0
-139,10213,6,16093,72,0
-139,10213,6,16093,72,0
-139,10213,6,16093,72,0
-139,10213,6,16093,72,0
-139,10213,6,16093,72,0
-139,10213,6,16093,72,0
-139,10213,6,16093,72,0
-139,10213,6,16093,72,0
-139,10213,6,16093,72,0
-139,10213,6,16093,72,0
-139,10213,6,16093,72,1
-133,10195,17,16093,88,0
-139,10213,6,16093,72,0
-133,10195,17,16093,88,0
-133,10195,17,16093,88,0
-133,10195,17,16093,88,0
-133,10195,17,16093,88,0
-133,10195,17,16093,88,1
-133,10195,17,16093,88,1
-133,10195,17,16093,88,0
-139,10179,28,16093,77,0
-133,10195,17,16093,88,0
-139,10179,28,16000,77,0
-139,10179,28,16093,77,0
-139,10179,28,16093,77,0
-139,10179,28,16000,77,0
-139,10179,28,16093,77,0
-133,10195,17,16093,88,0
-139,10179,28,16093,77,1
-133,10195,17,16093,88,0
-133,10195,17,16093,88,1
-139,10179,28,16000,77,0
-133,10195,17,16093,88,0
-139,10179,28,16093,77,0
-133,10195,17,16093,88,0
-139,10179,28,16093,77,0
-139,10179,28,16093,77,0
-139,10179,28,16000,77,0
-139,10179,28,16093,77,0
-139,10179,28,16093,77,0
-139,10179,28,16000,77,0
-139,10179,28,16093,77,0
-139,10179,28,16093,77,0
-139,10179,28,16000,77,0
-139,10179,28,16093,77,0
-139,10179,28,16093,77,0
-133,10166,33,16093,103,1
-139,10179,28,16093,77,1
-139,10179,28,16000,77,0
-139,10179,28,16000,77,1
-133,10166,33,16093,103,0
-133,10166,33,16093,103,0
-122,10162,39,16093,93,0
-122,10162,39,16093,93,1
-122,10162,39,16093,93,1
-122,10162,39,16093,93,0
-122,10162,39,16093,93,0
-122,10162,39,16093,93,1
-133,10166,33,16093,103,0
-122,10162,39,16093,93,0
-133,10166,33,16093,103,0
-133,10166,33,16093,103,0
-122,10162,39,16093,93,0
-133,10166,33,16093,103,0
-133,10166,33,16093,103,0
-133,10166,33,16093,103,1
-122,10162,39,16093,93,0
-111,10155,39,16093,72,0
-111,10155,39,16093,72,1
-122,10162,39,16093,93,0
-111,10155,39,16093,72,1
-122,10162,39,16093,93,1
-111,10155,39,16093,72,0
-111,10155,39,16093,72,0
-122,10162,39,16093,93,0
-111,10155,39,16093,72,0
-111,10155,39,16093,72,1
-122,10162,39,16093,93,0
-111,10155,39,16093,72,0
-122,10162,39,16093,93,0
-111,10155,39,16093,72,0
-111,10155,39,16093,72,1
-111,10155,39,16093,72,0
-111,10155,39,16093,72,0
-111,10153,33,16093,72,1
-111,10155,39,16093,72,0
-111,10153,33,16093,72,0
-111,10155,39,16093,72,0
-111,10155,39,16093,72,0
-111,10155,39,16093,72,0
-111,10155,39,16093,72,0
-111,10155,39,16093,72,1
-111,10155,39,16093,72,0
-111,10155,39,16093,72,0
-111,10153,33,16093,72,0
-100,10156,28,16093,88,0
-100,10156,28,16093,88,0
-100,10156,28,16093,88,1
-100,10156,28,16093,88,0
-111,10153,33,16093,72,1
-100,10156,28,16093,88,0
-100,10157,28,16093,72,1
-100,10156,28,16093,88,0
-78,10171,6,16093,36,0
-78,10171,6,16093,36,0
-78,10168,6,16093,46,0
9999,99999,9999,999999,9999,0
9999,99999,9999,999999,9999,0
9999,99999,9999,999999,9999,0
9999,99999,9999,999999,9999,0
9999,99999,9999,999999,9999,0
-78,10168,6,16093,46,0
-78,10168,6,16000,46,0
-78,10168,6,16093,46,0
-78,10168,6,16093,46,0
-78,10168,6,16093,46,0
-78,10168,6,16093,46,0
-78,10168,6,16093,46,0
-78,10168,6,16093,46,0
-78,10168,6,16093,46,0
-78,10168,6,16000,46,0
-78,10168,6,16093,46,0
-78,10168,6,16093,46,0
-78,10168,6,16093,46,0
-78,10168,6,16093,46,0
-78,10168,6,16093,46,0
-78,10168,6,16093,46,0
-78,10168,6,16000,46,0
-78,10168,6,16093,46,0
-78,10168,6,16093,46,1
-78,10174,0,16093,41,0
-78,10168,6,16000,46,0
-78,10174,0,16093,41,0
-78,10181,0,16093,36,0
-78,10181,0,16093,36,1
-78,10174,0,16093,41,0
-78,10174,0,16093,41,0
-78,10181,0,16093,36,0
-78,10181,0,16093,36,0
-78,10181,0,16093,36,1
-78,10181,0,16093,36,0
-78,10181,0,16093,36,0
-78,10181,0,16093,36,0
-78,10174,0,16093,41,0
-78,10174,0,16093,41,0
-78,10181,0,16093,36,0
-78,10174,0,16093,41,1
-78,10181,0,16093,36,0
-78,10174,0,16093,41,0
-78,10184,0,16093,36,0
-78,10181,0,16093,36,0
-78,10184,0,16093,36,0
-78,10181,0,16093,36,0
-78,10184,0,16093,36,0
-78,10181,0,16093,36,0
-78,10184,0,16093,36,0
-78,10181,0,16093,36,1
-78,10184,0,16093,36,0
-78,10181,0,16093,36,0
-78,10184,0,16093,36,0
-78,10181,0,16093,36,0
-78,10184,0,16093,36,0
-78,10181,0,16093,36,0
-78,10184,0,16093,36,0
-78,10181,0,16093,36,0
-78,10184,0,16093,36,1
-78,10181,0,16093,36,0
-78,10184,0,16093,36,1
-78,10181,0,16093,36,1
-78,10184,0,16093,36,0
-78,10181,0,16093,36,0
-78,10184,0,16093,36,0
-78,10181,0,16093,36,0
-78,10184,0,16093,36,0
-78,10181,0,16093,36,0
-78,10181,0,16093,36,0
-78,10184,0,16093,36,0
-78,10187,0,16093,31,0
-78,10184,0,16093,36,0
-78,10187,0,16093,31,0
-78,10184,0,16093,36,0
-78,10187,0,16093,31,0
-78,10184,0,16093,36,0
-78,10187,0,16093,31,0
-78,10184,0,16093,36,0
-78,10187,0,16093,31,0
-78,10184,0,16093,36,0
-78,10187,0,16093,31,1
-78,10184,0,16093,36,0
-78,10187,0,16093,31,0
-78,10184,0,16093,36,0
-78,10187,0,16093,31,1
-78,10187,0,16093,31,0
-78,10203,0,16093,46,1
-78,10187,0,16093,31,1
-78,10203,0,16093,46,0
-78,10187,0,16093,31,0
-78,10203,0,16093,46,0
-78,10187,0,16093,31,0
-78,10203,0,16093,46,0
-78,10187,0,16093,31,0
-78,10203,0,16093,46,0
-78,10187,0,16093,31,0
-78,10203,0,16093,46,1
-78,10187,0,16093,31,1
-78,10203,0,16093,46,0
-78,10187,0,16093,31,1
-78,10187,0,16093,31,0
-78,10187,0,16093,31,0
-78,10215,0,16000,46,0
-78,10215,0,16000,46,1
-78,10215,0,16093,46,0
-78,10203,0,16093,46,0
-78,10203,0,16093,46,0
-78,10215,0,16000,46,0
-78,10215,0,16000,46,0
-78,10203,0,16093,46,0
-78,10215,0,16000,46,1
-78,10215,0,16000,46,0
-78,10215,0,16000,46,0
-78,10224,6,16093,46,0
-78,10215,0,16093,46,0
-78,10224,6,16093,46,1
-78,10215,0,16000,46,0
-78,10215,0,16093,46,1
-78,10224,6,16093,46,1
-78,10224,6,16093,46,0
-78,10224,6,16093,46,0
-78,10215,0,16093,46,0
-78,10215,0,16093,46,0
-78,10224,6,16093,46,0
-78,10224,6,16093,46,1
-78,10215,0,16093,46,1
-78,10215,0,16093,46,0
-78,10224,6,16093,46,0
-78,10215,0,16000,46,0
-78,10224,6,16093,46,1
-78,10224,6,16093,46,0
-78,10230,17,16093,46,0
-78,10224,6,16093,46,1
-78,10230,17,16093,46,1
-78,10230,17,16093,46,0
-78,10224,6,16093,46,0
-78,10230,17,16093,46,0
-78,10230,17,16093,46,1
-78,10230,17,16093,46,1
-78,10224,6,16093,46,1
-78,10230,17,16093,46,0
-78,10230,17,16093,46,1
-78,10230,17,16093,46,0
-78,10224,6,16093,46,0
-78,10230,17,16093,46,0
-78,10230,17,16093,46,0
-78,10230,17,16093,46,0
-78,10224,6,16093,46,1
-78,10230,17,16093,46,0
-78,10230,17,16093,46,0
-78,10230,17,16093,46,1
-78,10224,6,16093,46,0
-78,10230,17,16093,46,0
-78,10238,39,16093,46,0
-78,10238,39,16093,46,0
-78,10230,17,16093,46,0
-78,10238,39,16093,46,0
-78,10238,39,16093,46,0
-78,10238,39,16093,46,1
-78,10230,17,16093,46,0
-78,10238,39,16093,46,0
-78,10238,39,16093,46,0
-78,10238,39,16093,46,0
-78,10230,17,16093,46,1
-78,10238,39,16093,46,0
-78,10238,39,16093,46,0
-78,10236,50,16093,93,0
-78,10238,39,16093,46,0
-78,10236,50,16093,93,0
-78,10236,50,16093,93,0
-78,10236,50,16093,93,1
-78,10238,39,16093,46,0
-78,10236,50,16093,93,0
-78,10236,50,16093,93,0
-78,10236,50,16093,93,1
-78,10238,39,16093,46,1
-78,10236,50,16093,93,1
-78,10236,50,16093,93,0
-78,10236,50,16093,93,0
-78,10238,39,16093,46,1
-78,10238,39,16093,46,0
-78,10238,39,16093,46,1
-78,10231,56,16093,88,1
-78,10236,50,16093,93,0
-78,10236,50,16093,93,0
-78,10231,56,16093,88,1
-78,10236,50,16093,93,0
-78,10231,56,16093,88,0
-78,10236,50,16093,93,0
-78,10236,50,16093,93,1
-78,10236,50,16093,93,0
-78,10231,56,16093,88,0
-78,10236,50,16093,93,1
-78,10236,50,16093,93,0
-78,10236,50,16093,93,0
-78,10236,50,16093,93,0
-78,10236,50,16093,93,0
-78,10231,56,16093,88,0
-78,10236,50,16093,93,0
-78,10231,56,16093,88,1
-78,10236,50,16093,93,0
-78,10236,50,16093,93,0
-78,10236,50,16093,93,0
-78,10230,61,16093,88,0
-78,10231,56,16093,88,1
-78,10230,61,16093,88,0
-78,10230,61,16093,88,0
-78,10230,61,16093,88,0
-78,10231,56,16093,88,1
-78,10231,56,16093,88,1
-78,10230,61,16093,88,0
-78,10231,56,16093,88,0
-78,10231,56,16093,88,1
-78,10231,56,16093,88,0
-78,10231,56,16093,88,0
-78,10231,56,16093,88,0
-78,10231,56,16093,88,0
-78,10231,56,16093,88,1
-78,10231,56,16093,88,0
-78,10231,56,16093,88,0
-78,10231,56,16093,88,0
-78,10230,61,16093,88,1
-78,10230,61,16093,88,1
-78,10230,61,16093,88,1
-78,10230,61,16093,88,0
-78,10230,61,16093,88,0
-78,10230,61,16093,88,0
-78,10230,61,16093,88,0
-78,10230,61,16093,88,1
-78,10230,61,16093,88,0
-78,10230,61,16093,88,1
-78,10230,61,16093,88,1
-78,10230,61,16093,88,1
-78,10230,61,16093,88,0
-78,10230,61,16093,88,0
-78,10230,61,16093,88,0
-78,10230,61,16093,88,1
-78,10230,61,16000,88,1
-78,10230,61,16093,88,1
-78,10230,61,16093,88,0
-78,10230,61,16093,88,0
-78,10230,61,16093,88,0
-78,10230,61,16000,88,0
-78,10230,61,16093,88,1
-78,10230,61,16093,88,0
-78,10230,61,16000,88,1
-78,10230,61,16000,88,0
-83,10241,61,16093,82,0
-83,10241,61,16093,82,0
-83,10241,61,16093,82,0
-83,10241,61,16093,82,0
-83,10241,61,16093,82,0
-83,10241,61,16093,82,0
-83,10241,61,16093,82,0
-78,10231,67,16093,51,0
-83,10241,61,16093,82,0
-83,10241,61,16093,82,1
-83,10241,61,16093,82,0
-83,10241,61,16093,82,1
-83,10247,56,16093,67,0
-83,10241,61,16093,82,0
-83,10247,56,16093,67,0
-83,10247,56,16093,67,0
-83,10247,56,16093,67,1
-83,10241,61,16093,82,1
-83,10247,56,16093,67,0
-83,10247,56,16093,67,0
-83,10247,56,16093,67,1
-83,10247,56,16093,67,1
-83,10247,56,16093,67,1
-83,10247,56,16093,67,1
-83,10247,56,16093,67,0
-83,10241,61,16093,82,0
-83,10247,56,16093,67,1
-83,10241,61,16093,82,0
-83,10247,56,16093,67,0
-83,10247,56,16093,67,1
-83,10255,44,16093,51,0
-83,10247,56,16093,67,0
-83,10255,44,16093,51,0
-83,10255,44,16093,51,1
-83,10255,44,16093,51,0
-83,10255,44,16093,51,1
-83,10247,56,16093,67,0
-83,10255,44,16093,51,0
-83,10255,44,16093,51,1
-83,10255,44,16093,51,0
-83,10247,56,16093,67,0
-83,10247,56,16093,67,1
-83,10255,44,16093,51,1
-83,10255,44,16093,51,1
-83,10255,44,16093,51,0
-83,10255,44,16093,51,0
-83,10255,44,16093,51,1
-83,10255,44,16093,51,1
-83,10255,44,16093,51,0
-78,10267,39,16093,41,0
-78,10267,39,16093,41,1
-78,10267,39,16093,41,0
-83,10255,44,16093,51,0
-78,10277,33,16093,31,1
-78,10277,33,16093,31,0
-78,10277,33,16093,31,0
-78,10277,33,16000,31,1
-72,10286,28,16093,31,1
-72,10295,22,16093,21,1
-72,10295,22,16093,21,1
-72,10286,28,16093,31,1
-56,10318,0,16093,26,0
-56,10318,0,16000,26,1
-67,10320,-22,16093,26,0
-67,10320,-22,16093,26,0
9999,99999,9999,999999,9999,0
9999,99999,9999,999999,9999,0
-67,10320,-22,16093,26,0
-67,10320,-22,16093,26,0
-56,10318,0,16093,26,0
-67,10320,-22,16093,26,0
-67,10320,-22,16093,26,0
-56,10318,0,16000,26,1
-56,10318,0,16000,26,0
-67,10320,-22,16093,26,0
-67,10320,-22,16093,26,0
-67,10320,-22,16093,26,0
-56,10318,0,16093,26,0
-67,10320,-22,16093,26,0
-67,10320,-22,16093,26,0
-56,10318,0,16093,26,0
-67,10320,-22,16093,26,0
-56,10318,0,16000,26,0
-67,10320,-22,16093,26,1
-56,10329,0,16093,15,0
-56,10318,0,16000,26,0
-56,10329,0,16093,15,0
-56,10329,0,16093,15,0
-67,10320,-22,16093,26,0
-67,10320,-22,16093,26,0
-56,10329,0,16093,15,1
-67,10320,-22,16093,26,0
-67,10320,-22,16093,26,0
-67,10320,-22,16093,26,0
-56,10329,0,16093,15,0
-67,10320,-22,16093,26,0
-56,10329,0,16093,15,1
-67,10320,-22,16093,26,0
-56,10329,0,16093,15,0
-67,10320,-22,16093,26,0
-56,10329,0,16093,15,0
-67,10320,-22,16093,26,0
-56,10329,0,16093,15,0
-61,10333,-6,16093,15,0
-56,10329,0,16093,15,0
-61,10333,-6,16093,15,0
-56,10329,0,16093,15,0
-61,10333,-6,16093,15,0
-61,10333,-6,16093,15,0
-61,10333,-6,16093,15,0
-56,10329,0,16093,15,0
-61,10333,-6,16093,15,0
-56,10329,0,16093,15,1
-61,10333,-6,16093,15,0
-61,10333,-6,16093,15,0
-61,10333,-6,16093,15,0
-56,10329,0,16093,15,0
-61,10333,-6,16093,15,1
-56,10329,0,16093,15,1
-61,10333,-6,16093,15,0
-56,10329,0,16093,15,1
-61,10333,-6,16093,15,0
-61,10342,-6,16093,15,0
-61,10333,-6,16093,15,0
-61,10333,-6,16093,15,0
-61,10333,-6,16093,15,0
-61,10342,-6,16093,15,0
-61,10333,-6,16093,15,1
-61,10342,-6,16093,15,1
-61,10333,-6,16093,15,0
-61,10342,-6,16093,15,0
-61,10342,-6,16093,15,0
-67,10348,-17,16093,21,1
-61,10342,-6,16093,15,0
-67,10348,-17,16093,21,0
-61,10342,-6,16093,15,1
-67,10348,-17,16093,21,0
-61,10342,-6,16093,15,0
-67,10348,-17,16093,21,0
-61,10342,-6,16093,15,0
-61,10342,-6,16093,15,0
-61,10342,-6,16093,15,1
-67,10348,-17,16093,21,0
-61,10342,-6,16093,15,0
-67,10348,-17,16093,21,0
-61,10342,-6,16093,15,0
-67,10348,-17,16093,21,0
-61,10342,-6,16093,15,1
-67,10348,-17,16093,21,1
-61,10342,-6,16093,15,0
-67,10348,-17,16093,21,0
-67,10352,-28,16093,15,0
-67,10352,-28,16000,15,0
-67,10352,-28,16000,15,0
-67,10352,-28,16093,15,1
-67,10352,-28,16000,15,1
-67,10352,-28,16000,15,0
-67,10348,-17,16093,21,0
-67,10352,-28,16000,15,0
-50,10350,6,16093,36,0
-50,10350,6,16093,36,0
-67,10352,-28,16000,15,0
-67,10352,-28,16093,15,1
-50,10350,6,16093,36,0
-50,10350,6,16093,36,0
-67,10352,-28,16093,15,0
-67,10352,-28,16000,15,0
-50,10350,6,16093,36,1
-50,10350,6,16093,36,1
-50,10350,6,16093,36,0
-67,10352,-28,16093,15,0
-50,10350,6,16093,36,1
-50,10355,17,16093,36,0
-50,10350,6,16093,36,0
-50,10350,6,16093,36,0
-50,10355,17,16093,36,0
-50,10350,6,16093,36,1
-50,10350,6,16093,36,1
-50,10350,6,16093,36,1
-50,10355,17,16093,36,1
-50,10350,6,16093,36,0
-50,10355,17,16093,36,1
-50,10350,6,16093,36,1
-50,10355,17,16093,36,0
-50,10350,6,16093,36,1
-56,10358,22,16093,41,0
-50,10355,17,16093,36,0
-56,10358,22,16093,41,0
-50,10355,17,16093,36,1
-56,10358,22,16093,41,1
-50,10355,17,16093,36,1
-56,10358,22,16093,41,1
-50,10355,17,16093,36,1
-60,99999,30,16093,31,1
-50,10355,17,16093,36,1
-60,99999,30,16093,31,1
-56,10358,22,16093,41,1
-50,10346,28,16093,26,1
-56,10358,22,16093,41,1
-56,10358,22,16093,41,1
-50,10346,28,16093,26,1
-50,10346,28,16093,26,1
-50,10346,28,16093,26,1
-60,99999,30,16093,31,1
-50,10346,28,16093,26,1
-50,10346,28,16093,26,1
-56,10358,22,16093,41,0
-56,10358,22,16093,41,1
-50,10346,28,16093,26,1
-60,99999,30,16093,31,1
-50,10346,28,16093,26,1
-56,10358,22,16093,41,1
-50,10346,28,16093,26,1
-28,10336,28,4828,41,1
-50,10346,28,16093,26,1
-28,10336,28,4828,41,1
-60,99999,30,16093,31,1
-28,10336,28,4828,41,1
-28,10336,28,4828,41,1
-28,10336,28,4828,41,0
-20,99999,30,6437,36,0
-28,10336,28,4828,41,1
-20,99999,30,6437,36,1
-20,99999,30,4828,41,1
-20,99999,30,6437,36,1
-28,10336,28,4828,41,0
-20,99999,30,6437,36,1
-10,99999,30,11265,41,1
-28,10336,28,4828,41,0
-10,99999,30,11265,41,0
-28,10336,28,4828,41,1
-20,99999,30,6437,36,0
-20,99999,30,4828,41,1
-20,99999,30,4828,41,0
-20,99999,30,4828,41,0
-20,99999,30,6437,36,1
-10,99999,30,11265,41,1
-10,99999,30,11265,41,0
-20,99999,30,6437,36,0
-10,99999,30,11265,41,1
-20,99999,30,6437,36,1
-20,99999,30,4828,41,1
-20,99999,30,6437,36,1
-6,10325,28,11265,26,0
-20,99999,30,6437,36,0
-6,10325,28,11265,26,0
-6,10325,28,11265,26,0
-20,99999,30,6437,36,1
-6,10325,28,11265,26,1
-6,10325,28,11265,26,1
-10,99999,30,11265,41,1
-10,99999,30,4023,31,1
-10,99999,30,4023,31,1
-20,99999,30,6437,36,0
-10,99999,30,4023,31,0
-6,10325,28,11000,26,1
-6,10325,28,11000,26,1
-10,99999,30,11265,41,1
-10,99999,30,11265,41,1
-10,99999,30,4023,31,1
-10,99999,10,805,41,1
-10,99999,10,1207,41,1
-10,99999,10,1207,41,1
-6,10324,6,1207,41,1
-10,99999,20,2816,41,1
-6,10324,6,1207,41,1
-10,99999,10,1207,41,0
-10,99999,10,805,41,0
-10,99999,10,805,41,1
-6,10324,6,1207,41,1
0,10314,6,805,26,1
0,10314,6,805,26,1
-10,99999,10,805,41,1
-6,10324,6,1207,41,1
-10,99999,10,805,41,1
0,10306,6,805,41,0
0,99999,10,805,26,1
0,99999,10,805,26,1
0,10314,6,805,26,1
0,99999,10,805,26,0
0,99999,10,805,26,1
0,99999,10,805,26,1
0,10306,6,805,41,1
0,99999,10,805,26,1
0,99999,10,805,26,1
0,99999,10,805,26,1
0,10306,6,805,41,1
10,99999,10,805,31,1
0,10306,6,805,41,1
11,10293,11,4023,31,1
11,10293,11,4023,31,1
0,10306,6,805,41,1
0,10306,6,805,41,1
11,10293,11,4023,31,0
11,10293,11,4023,31,0
10,99999,10,805,31,1
0,10306,6,805,41,0
10,99999,10,805,31,1
11,10293,11,4023,31,1
10,99999,10,805,31,1
0,10306,6,805,41,1
11,10293,11,4023,31,0
28,10286,28,4023,26,1
28,10286,28,4023,26,1
10,99999,10,805,31,1
11,10293,11,4023,31,1
28,10286,28,4023,26,1
22,10275,28,4023,31,1
28,10286,28,4023,26,1
22,10275,28,4023,31,1
28,10286,28,4023,26,1
22,10275,28,4023,31,1
28,10286,28,4023,26,1
22,10275,28,4023,31,1
28,10286,28,4023,26,1
22,10275,28,4023,31,1
28,10286,28,4023,26,1
22,10275,28,4023,31,1
22,10275,28,4023,31,1
28,10258,28,3219,31,1
28,10258,28,3219,31,1
28,10258,28,3219,31,1
22,10275,28,4000,31,1
30,99999,30,1609,51,1
33,10187,33,1609,41,0
40,99999,40,1609,46,0
40,99999,40,8047,31,0
39,10173,39,1600,31,0
39,10173,39,1600,31,0
40,99999,40,8047,31,0
39,10159,39,4828,21,0
39,10159,39,4828,21,0
40,99999,40,8047,31,0
39,10159,39,4828,21,0
39,10173,39,1600,31,0
39,10159,39,4828,21,1
40,99999,40,8047,31,0
39,10159,39,4828,21,0
39,10159,39,4828,21,0
39,10159,39,4828,21,0
39,10173,39,1609,31,0
39,10159,39,4828,21,1
39,10159,39,4828,21,0
39,10159,39,4828,21,0
40,99999,40,8047,31,1
44,10156,44,4828,15,0
39,10173,39,1609,31,0
39,10173,39,1600,31,1
40,99999,40,8047,31,1
40,99999,40,8047,31,0
39,10173,39,1600,31,0
39,10173,39,1600,31,0
39,10159,39,4828,21,0
39,10159,39,4828,21,1
39,10159,39,4828,21,0
39,10159,39,4828,21,0
39,10159,39,4828,21,0
39,10159,39,4828,21,0
39,10159,39,4828,21,0
44,10156,44,4828,15,0
39,10159,39,4828,21,1
40,99999,40,1207,0,0
39,10159,39,4828,21,0
44,10156,44,4828,15,1
39,10152,44,1207,0,0
40,99999,40,1207,0,1
44,10156,44,4828,15,0
44,10156,44,4828,15,0
39,10152,44,1207,0,0
39,10152,44,1207,0,0
44,10156,44,4828,15,1
44,10156,44,4828,15,0
39,10152,44,1207,0,1
39,10152,44,1207,0,0
40,99999,40,1207,0,0
44,10156,44,4828,15,0
39,10152,44,1207,0,1
39,10152,44,1207,0,0
40,99999,40,1207,0,0
44,10156,44,4828,15,0
39,10152,44,1207,0,1
44,10156,44,4828,15,1
44,10156,44,4828,15,0
44,10156,44,4828,15,1
39,10152,44,1207,0,0
39,10152,44,1207,0,1
44,10156,44,4828,15,1
44,10156,44,4828,15,0
39,10152,44,1207,0,0
44,10147,44,402,0,0
44,10147,44,402,0,0
40,99999,40,402,0,1
44,10147,44,402,0,0
44,10147,44,402,0,1
44,10147,44,402,0,0
40,99999,40,402,0,0
44,10147,44,402,0,0
44,10147,44,402,0,1
40,99999,40,1207,0,1
40,99999,40,1207,0,0
44,10147,44,402,0,0
44,10147,44,402,0,1
44,10147,44,402,0,1
40,99999,40,402,0,1
44,10147,44,402,0,0
44,10147,44,402,0,1
50,10143,50,402,15,1
40,99999,40,402,0,1
44,10147,44,402,0,1
44,10147,44,402,0,0
44,10147,44,402,0,1
44,10147,44,402,0,0
50,10143,50,402,15,0
44,10147,44,402,0,0
40,99999,40,402,0,0
50,99999,60,1207,46,1
40,99999,40,402,0,1
56,10141,56,1200,51,1
